ko,en
당신네 나라에서는 공공 병원과 시설 병원 간의 차이를 확인할 수 있나요?,How do you find the difference between public and facilities hospitals in your country?
방금 들었는데 지난 분기의 판매량이 거의 25%나 떨어졌대요!,People have heard that the sales of the past month has almost dropped by 25%!
그는 돈에 대해서 예민합니다.,He is sensitive about money.
저는 식당에 주차권이 필요합니다.,I need a parking ticket for the restaurant.
우리가 존경하는 그 선생님은 현명해요.,The teacher whom we admire is wise.
강남 터미널이 너의 집과 가까워.,The Gangnam Terminal is close to your house.
네 사진에 자주 등장하는 여자아이의 미소가 참 사랑스러워.,The girl who often appears in your picture is so lovely.
이 시계는 제가 처음으로 돈을 벌어서 산 시계입니다.,This watch is my first time to earn money and buy it.
"네, 수기 해수욕장 해변까지 차를 가지고 갈 수 있습니다.","Yes, you can take a car to the beach at Sugi Beach."
무에타이는 큰 게람 무아 이와 큰 라비크라 봉으로 나뉘어요.,The mosque is divided into a large mosque and a small mosque.
당신은 어디에서 영원한 시간을 보낼 거예요?,Where are you going to spend the forever?
사진 찍는 것과 사진을 찍는 것 모두 좋아하는 나에게는 내 과거와 미래를 담을 수 있는 앨범이 내가 가장 아끼는 물건이에요.,People who like taking pictures and taking pictures are my favorite things to have an album that contains my past and future.
난 일이 이틀째지만 나름 적응돼서 괜찮은데 엄청 지루한 거랑 어깨 통증만 빼면 말이야.,"It's been two days since I got used to it and I'm fine, except for the boring stuff and the pain in my shoulder."
나가 하는 영어는 무슨 말인지 모르겠다.,I don't know what it means to speak English.
안전 수칙 잘 지키셔서 즐거운 휴가 보내시기 바랍니다.,You should follow the safety rules and have a great vacation.
에릭과 크리스티나를 위해 집들이를 해주려고 해요.,I'm going to pick up Eric and Christina.
내일모레 스위트룸 예약되나요?,Is the suite room booked tomorrow?
그는 내게 와서 자신을 소개했어요.,He came to me and introduced himself.
생산부는 생산실적 등록 시 불량을 등록하며 불량 등록 수량은 공정 부적합통보서에서 명기된 수량과 동일해야 해요.,The production unit must register the defect when registering the production performance and the number of defects must be the same as the quantity specified in the defect report.
문서번호가 수정된 문서를 제출할 때 커버페이지에 변경 전 당신은 문서번호를 변경된 문서번호를 밑에 기재 바랍니다.,"When submitting a revised document, please write down the document number of the changed document under the cover page."
우리들은 옛날에는 집에서 했어요.,We did it at home in the past.
"그는 지금 진짜사나이, 정글의법칙등의 프로그램을 통해 한국에서 사랑받는 개그맨이 되었습니다.",They now become a famous comedian in Korea through reality shows like real naija and the rules of jungle.
궁금한 분야에 대해서 강연을 듣고 서적을 찾아가며 배웁니다.,People learn by listening to lectures about the topics they are interested in and searching for books.
우리 이제 연락 그만하는 게 좋을 것 같아.,I think we should stop contacting each other.
그것은 거북이의 언어로 되어 있다고 했습니다.,They said that it is written in the language of turtle.
식당 벽에는 그림이 두 개 걸려 있었어.,There were two paintings on the wall of the restaurant.
당신은 SNS에 대해 잘 알고 사용하고 있습니까?,Do you know about SNS well?
갑자기 당신은 왜 영어로 말하는 건가요?,Why are you talking in English all of a sudden?
대화가 끊어지면 서로의 마음에서도 멀어지고 상대의 의도를 오해하거나 쉽게 서운함을 느끼게 됩니다.,"If the conversation is cut off, people can feel distant in their hearts and easily misunderstand the intentions of others."
김성철이 너하고 결혼만 안 했어도 가홍은 김성철한테 거의 넘어갔을 거야.,"They could have only been married to Kim Sung-Kyung, but they would have almost fallen to him."
에이전트랑 제 스케줄을 다시 한번 확인해보고 최대한 빨리 연락드릴게요.,We will check my schedule with the agent and contact you as soon as possible.
비빔밥의 재료는 기본적으로 쌀과 고추장이에요.,The basic ingredients of Bibimbap are rice and chili paste.
요즘에 나는 교회를 안 다녀.,I don't go to church these days.
남들과는 다른 본인만의 작업 방식이 있나요?,Do you have your own way of doing things?
나는 운전 면허증을 따고 한 번도 운전한 적이 없어.,I have never driven since I got a driver's license.
이 아이템들은 일정대로 준비될 거예요.,This item will be ready according to the schedule.
나는 온종일 앉아 있어서 허리가 아팠어.,I had a bad back because I was sitting all day long.
"이런 좋은 책을 5,000원에 판매합니다.","It sells this good book for 5,000 won."
예를 들어 표지판이나 간판 등이 있습니다.,"For example, there are signboards or signs."
교향악단 보러 간 적 있어요?,Have you been to the choir concert?
자기야 그럼 일단 가방은 받고 가자.,"You know, let's get the bag first."
나는 오후에 언니와 인라인스케이트를 탔어.,I took an inline skating with my older sister in the afternoon.
이 책을 읽은 후 나도 진정한 나의 자아를 찾아 실현하고 싶다는 강한 욕구가 생겼어.,"After reading this book, I have a strong desire to find my true self."
당신이 이곳으로 오기를 요청합니다.,I ask you to come here.
나는 어제 일하러 갔다가 휴일이래서 바로 다시 돌아왔어.,I went to work yesterday and came back right away because it was a holiday.
오후에 출근해서 새벽에 퇴근합니다.,I go to work in the afternoon and leave the office at dawn.
그는 강압적으로 우리를 지배해요.,He dominates us forcefully.
그럼 너는 이제 곧 일 그만두겠네.,Then you're going to quit your job soon.
같이 익힌 파김치와 함께 드시는 것이 가장 맛있습니다.,The most delicious dish is to eat with the stir-fried radish.
너는 네가 원하는 회사에서 일하고 싶어요?,Do you want to work at the company you want?
우리는 로봇을 회사로 옮겼어요.,We moved the robot to the company.
나와 함께 운동하고 재활하는 사람들이 좋아지는 모습을 상상해요.,People who exercise and rehabilitate with me will be happy.
외로울 때 혼자 있는 것이 슬퍼요.,It's sad to be alone when you're lonely.
삶이 있는 한 희망은 있습니다.,There is hope in life.
나는 아침 일찍 강아지들이 먹을 음식을 따로 준비했어요.,I prepared food for the dogs to eat early in the morning.
당신은 차고가 있는 집에 사나요?,Do you live in a house with a garage?
난 여름에 여행을 잘 가지 않아.,I don't go on trips in summer.
나는 20살에 베네치아에 내 친구들과 갈 것입니다.,I will go to Venice with my friends when I'm 20 years old.
너는 황폐했던 내 삶을 더 나아지게 해줬어.,You made my miserable life better.
저는 수국꽃이 피는 때를 좋아합니다.,I like the time when the pumpkin blooms bloom.
우리는 켈러의 생일 파티에 참석하기를 원해.,We want to attend Kelly's birthday party.
나는 얼마 전 잠든 모습을 통해 반려견들의 성향을 알 수 있다는 흥미로운 사실을 알게 되었습니다.,The interesting fact is that we can know the tendency of dogs by the way they sleep.
너무 배고픈데 혹시 먹을 음식이 있나요?,"I'm so hungry, is there any food to eat?"
경찰과 함께 CCTV 확인하여 범인이 누구인지 확인하였고 경찰서 가서 5시간 넘는 조사도 받고 왔습니다.,"With the police, we checked the CCTV and found out who the criminal is and we got to the police station for a long investigation."
쉽게 이야기를 하자면 나의 일은 내가 좋아해서 선택했고 그 분야에 대해서 모르는 걸 조금씩 알아간다는 건 좋은 일입니다.,"With a simple story, I chose my job because I like it and it's good to know that I don't know much about the field."
다들 현실을 직시하고 이런 사실을 압시다.,"People, let's face reality and understand this fact."
이 문제는 심층적인 검사를 필요로 합니다.,This problem requires a detailed examination.
이 밤 하늘을 내 가족 들에게도 보여 주고 싶었다.,I wanted to show the sky to my family this night.
여러분은 한강에서 매주 금요일마다 공연을 볼 수 있습니다.,You can see the performance every Friday at Han river.
